Yes/No,Site,Site Code,City,Country/Region,State/Province,ZIP/Postal Code,3 Digit Zip
,CITY PLUMBING GAINESVILLE,0066144415,GAINESVILLE,USA,GA,30501,305
,CLARION COURT APARTMENTS,0066143747,HAPEVILLE,USA,GA,30354,303
,CLARK ATLANTA ADMIN,0055256009,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA CATERING,0055256011,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA FOOD TRUCKS,0055256012,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA JAZZMAN,0055256015,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA MOES,0055256002,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA PANTHER SMOOTHIE,0055256013,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA RESIDENT DINING,0055256001,ATLANTA,USA,GA,30314,303
,CLARK ATLANTA UNIV -WOODI CAFE,0055256006,ATLANTA,USA,GA,30314,303
,CLARK S,0066144623,HOSCHTON,USA,GA,30548,305
,CLAWS & QUESO,0014020014,FORT VALLEY,USA,GA,31030,310
,CLAXTON FIRE POLICE DEPT,0066166117,CLAXTON,USA,GA,30417,304
,CLAXTON FIRE POLICE DEPT,0066168158,CLAXTON,USA,GA,30417,304
,CLAXTON POULTRY,0066166142,CLAXTON,USA,GA,30417,304
,CLAYTON INTERNATIONAL INC,0066143696,PEACHTREE CITY,USA,GA,30269,302
,CLAYTON SIGNS INC,0066144346,LAKE CITY,USA,GA,30260,302
,CLEARWAVE,0066144165,ATLANTA,USA,GA,30346,303
,CLERK OF COURT OFFICE,0066166111,HINESVILLE,USA,GA,31313,313
,CLOUD CATALYST TECH LLC,0066143851,ATLANTA,USA,GA,30339,303
,CLOUD KITCHEN ATL2,0070304262,ATLANTA,USA,GA,30318,303
,CLOUD KITCHEN ATLANTA,0049905601,ATLANTA,USA,GA,30318,303
,CM BIOMASS,0066168564,SAVANNAH,USA,GA,31401,314
,CMC GA REBAR,0066143311,LAWRENCEVILLE,USA,GA,30046,300
,CMI RESEARCH,0066143347,ATLANTA,USA,GA,30341,303
,COASTAL CONCRETE SOUTHEAST,0066166038,POOLER,USA,GA,31322,313
,COASTAL ELECTRIC,0066166994,POOLER,USA,GA,31322,313
,COASTAL IMAGING,0066166080,SAVANNAH,USA,GA,31406,314
,COASTAL STATES BANK,0066144402,CUMMING,USA,GA,30040,300
,COBB CTY MED EXAMINER,0066144213,MARIETTA,USA,GA,30008,300
,COBB VANTRESS,0066144423,CLEVELAND,USA,GA,30528,305
,COBB VANTRESS,0066144629,CLEVELAND,USA,GA,30528,305
,COLEMAN CHAMBERS AND ROGERS LL,0066144509,GAINESVILLE,USA,GA,30501,305
,COLLIERS INTERNATIONAL,0066166713,SAVANNAH,USA,GA,31401,314
,COLOM AND BRANT ATTORNEYS AT L,0066144106,ATLANTA,USA,GA,30303,303
,COLUMBUS TECH COLL BKSTR,0066143413,COLUMBUS,USA,GA,31904,319
,COMCAST CABLE,0066143221,STONE MOUNTAIN,USA,GA,30083,300
,COMCAST- XFINITY,0066144120,SNELLVILLE,USA,GA,30078,300
,COMCAST-XFINITY,0066143650,ATLANTA,USA,GA,30319,303
,COMMSCOPE 3871 LAKEFIELD ORS,0073900507,SUWANEE,USA,GA,30024,300
,COMMSCOPE 3871 LAKEFIELD VEND,0073900404,SUWANEE,USA,GA,30024,300
,CONCORD BAPTIST CHURCH,0066144436,CLERMONT,USA,GA,30527,305
,CONCRETE PUMP SUPPLY,0066144025,MABLETON,USA,GA,30126,301
,CONNORS NY DELI,0066143276,NORCROSS,USA,GA,30071,300
,CONSOLIDATED ELECTRONICS,0066144384,PEACHTREE CORNERS,USA,GA,30071,300
,CONSULATE GENERAL OF MEXI,0066143284,ATLANTA,USA,GA,30324,303
,CONTRACT MGR 7,0070307609,MARIETTA,USA,GA,30067,300
,CONTRACTORS BEST PEST SOLUTION,0066144191,BUFORD,USA,GA,30518,305
,CONTROL INSTRUMENTS INC,0066143491,SMYRNA,USA,GA,30082,300
,CONTROL TECHNOLOGIES,0066144532,NORCROSS,USA,GA,30093,300
,COPELANDS DELI,0066143345,ATLANTA,USA,GA,30342,303
,CORE AND MAIN,0066166755,POOLER,USA,GA,31322,313
,CORE CREDIT UNION,0066166261,STATESBORO,USA,GA,30458,304
,CORE CREDIT UNION,0066167243,STATESBORO,USA,GA,30458,304
,CORP SVC RELO & LEGAL EVP EAST,0070302248,MARIETTA,USA,GA,30067,300
,CORP SVS HUB GA,0024678005,HINESVILLE,USA,GA,31313,313
,COUNTRY HEARTH INN TOCCOA,0066143736,TOCCOA,USA,GA,30577,305
,COURIER DISTRIBUTION SYSTEM,0066144172,DULUTH,USA,GA,30097,300
,COVINGTON RENTAL CENTER,0066143753,COVINGTON,USA,GA,30014,300
,COX CENTRAL PARK CATERING,0030576004,SANDY SPRINGS,USA,GA,30328,303
,COX CENTRAL PARK COFFEE SHOP,0030576002,SANDY SPRINGS,USA,GA,30328,303
,COX CENTRAL PARK DINING CENTER,0030576001,SANDY SPRINGS,USA,GA,30328,303
,COX CENTRAL PARK FRUIT BASKETS,0030576005,SANDY SPRINGS,USA,GA,30328,303
,COX CENTRAL PARK MARKET,0030576020,SANDY SPRINGS,USA,GA,30328,303
,COX CENTRAL PARK VENDING,0030576301,SANDY SPRINGS,USA,GA,30328,303
,COX COMMUNICATIONS COFFEE CONT,0030576598,ATLANTA,USA,GA,30319,303
,COX CP CONFERENCE SCHEDULING,0030576009,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH CATERING,0030576016,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH CONFERENCE CENTER,0030576018,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH C-STORE,0030576015,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH DINING CENTER,0030576014,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH FRUIT BASKETS,0030576017,SANDY SPRINGS,USA,GA,30328,303
,COX C-TECH VENDING,0030576304,SANDY SPRINGS,USA,GA,30328,303
,COX ENTERPRISE,0066143475,ATLANTA,USA,GA,30336,303
,CRANE SECURITY TECHNOLOGIES,0066144555,ALPHARETTA,USA,GA,30005,300
,CRANE TRANSPORT INC,0066144465,OAKWOOD,USA,GA,30566,305
,CRAWFORD DISTRICT NETWORK OFFI,0066144003,PEACHTREE CORNERS,USA,GA,30092,300
,CRAWFORD DISTRICT NETWORK OFFI,0066144255,PEACHTREE CORNERS,USA,GA,30092,300
,CRAZY CRAB,0066144374,STOCKBRIDGE,USA,GA,30281,302
,CREATIVE CIRCLE,0066144017,ATLANTA,USA,GA,30309,303
,CREEK SIDE GROCERY,0066144125,DALTON,USA,GA,30721,307
,CRESENT TOWING,0066166110,SAVANNAH,USA,GA,31421,314
,CRESSWIND AT TWIN LAKES,0066144593,HOSCHTON,USA,GA,30548,305
,CRYSTAL MOVER SERVICES INC,0066143843,COLLEGE PARK,USA,GA,30337,303
,CS CSS HR CARTER,0070302999,MARIETTA,USA,GA,30067,300
,CS DM-PALMER,0070303790,CUMMING,USA,GA,30040,300
,CS MKTG VP SCHLESINGER,0070313245,JOHNS CREEK,USA,GA,30097,300
,CS SALES KEENE,0070313449,ALPHARETTA,USA,GA,30005,300
,CS SR DIR MKT RESEARCH KIM,0070304429,DUNWOODY,USA,GA,30338,303
,CS TRANSFORMATION PMO MCMAHAN,0070305775,ACWORTH,USA,GA,30102,301
,CS WX SAFETY REG ACCTS TAYLOR,0015963011,ATLANTA,USA,GA,30328,303
,CSA AMERICA TESTING AND CERTIF,0066143232,ALPHARETTA,USA,GA,30005,300
,CSGWHITE CAP,0066144786,MACON,USA,GA,31216,312
,CSGWHITE CAP,0066168628,AUGUSTA,USA,GA,30907,309
,CSGWHITE CAP,0066168684,SAVANNAH,USA,GA,31415,314
,CSG-WHITE CAP,0066144789,ATLANTA,USA,GA,30324,303
,CSG-WHITE CAP,0066144791,ATLANTA,USA,GA,30349,303
,CSG-WINDSTREAM COMMUNICATIONS,0066144790,BUFORD,USA,GA,30518,305
,CSG-WINDSTREAM COMMUNICATIONS,0066164807,CLARKESVILLE,USA,GA,30523,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164800,BALDWIN,USA,GA,30511,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164801,BALDWIN,USA,GA,30511,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164808,CLAYTON,USA,GA,30525,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164809,CLEVELAND,USA,GA,30528,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164811,DAHLONEGA,USA,GA,30533,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066164812,DAWSONVILLE,USA,GA,30534,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066168634,COMMERCE,USA,GA,30529,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066168635,COMMERCE,USA,GA,30529,305
,CSGWINDSTREAM COMMUNICATIONSIN,0066168638,CORNELIA,USA,GA,30531,305
,CSI LABORATORIES,0017004801,ALPHARETTA,USA,GA,30004,300
,CSX REDI 2 PRE OPENING,0056674061,ATLANTA,USA,GA,30318,303
,CSX REDI 2 PREOPENING SDX COST,0056674062,ATLANTA,USA,GA,30318,303
,CSX REDI CENTER 2,0056674001,ATLANTA,USA,GA,30318,303
,CSX TRANS - REDI CENTER VEND,0039105602,ATLANTA,USA,GA,30318,303
,CSX TRANSPORTATION VENDING,0010757401,ATLANTA,USA,GA,30318,303
,CTI CUTTING DIES,0066144715,STONE MOUNTAIN,USA,GA,30087,300
,CUMMINS BUSINESS SERVICES NAD,0066144503,GAINESVILLE,USA,GA,30507,305
,CUT PRICES FOOD MART,0066143845,MARIETTA,USA,GA,30060,300
,CXTEC,0017034401,NORCROSS,USA,GA,30093,300
,CYBER CITY CIRCUITS,0066167409,AUGUSTA,USA,GA,30901,309
,CYNC SOLUTIONS INC,0066144681,RINGGOLD,USA,GA,30736,307
,DABBS HICKMAN HILL AND CANNON,0066166005,STATESBORO,USA,GA,30458,304
,DABBS HICKMAN HILL CANNON,0066167381,SAVANNAH,USA,GA,31401,314
,DAHLONEGA CHIROPRACTIC,0066144386,DAHLONEGA,USA,GA,30533,305
,DAIKIN COMFORT ATLANTA ORS,0036452504,JEFFERSON,USA,GA,30549,305
,DAIRY QUEEN,0066143432,MC RAE,USA,GA,31055,310
,DAIRY QUEEN,0066143433,ALMA,USA,GA,31510,315
,DAIRY QUEEN,0066143731,JEFFERSON,USA,GA,30549,305
,DAIRY QUEEN,0066166331,CLAYTON,USA,GA,30525,305
,DAIRY QUEEN OF CUMMING,0066143320,CUMMING,USA,GA,30040,300
,DAIRY QUEEN SHALLOWFORD,0066144522,GAINESVILLE,USA,GA,30504,305
,DAL GLOBAL SERVICELLC DBA UNI,0066144372,ATLANTA,USA,GA,30337,303
,DALE CARNEGIE OF GA,0066144072,ATLANTA,USA,GA,30346,303
,DALLAS TIRE CO,0066143543,DALLAS,USA,GA,30132,301
,DALTILE,0066143082,MACON,USA,GA,31210,312
,DALTILE,0066143611,PEACHTREE CITY,USA,GA,30269,302
,DALTILE,0066143873,DULUTH,USA,GA,30097,300
,DALTILE,0066144078,PEACHTREE CITY,USA,GA,30269,302
,DANA AUGUSTINE INC,0066143010,KENNESAW,USA,GA,30144,301
,DARRELL DINSMORE GRADING,0066144283,CUMMING,USA,GA,30028,300
,DARYL VON YOKLEY LAW,0066143726,ATLANTA,USA,GA,30303,303
,DATABANK,0066143437,ATLANTA,USA,GA,30310,303
,DAVES CREEK ELEMENTARY SCHOOL,0066144713,CUMMING,USA,GA,30041,300
,DAVITA,0010525423,BRUNSWICK,USA,GA,31520,315
,DAVITA,0066143649,HIRAM,USA,GA,30141,301
,DAVITA,0066143664,ATHENS,USA,GA,30605,306
,DAVITA,0066143701,SNELLVILLE,USA,GA,30078,300
,DAVITA,0066143718,ATLANTA,USA,GA,30344,303
,DAVITA,0066143724,MILLEDGEVILLE,USA,GA,31061,310
,DAVITA,0066143735,LAWRENCEVILLE,USA,GA,30043,300
,DAVITA,0066143767,FOREST PARK,USA,GA,30297,302
,DAVITA,0066143768,STONE MOUNTAIN,USA,GA,30083,300
,DAVITA,0066143769,LITHIA SPRINGS,USA,GA,30122,301
,DAVITA,0066143770,DOUGLASVILLE,USA,GA,30135,301
,DAVITA,0066143771,ATLANTA,USA,GA,30342,303
,DAVITA,0066143772,CANTON,USA,GA,30114,301
,DAVITA,0066143773,ATLANTA,USA,GA,30349,303
,DAVITA,0066143774,MONROE,USA,GA,30655,306
,DAVITA,0066143779,UNION CITY,USA,GA,30291,302
,DAVITA,0066143780,DULUTH,USA,GA,30097,300
,DAVITA,0066143781,FAYETTEVILLE,USA,GA,30214,302
,DAVITA,0066143782,PEACHTREE CITY,USA,GA,30269,302
,DAVITA,0066143783,LITHONIA,USA,GA,30038,300
,DAVITA,0066143784,ATLANTA,USA,GA,30349,303
,DAVITA,0066143785,ATLANTA,USA,GA,30315,303
,DAVITA,0066143786,ATLANTA,USA,GA,30311,303
,DAVITA,0066143787,LOCUST GROVE,USA,GA,30248,302
,DAVITA,0066143793,ELBERTON,USA,GA,30635,306
,DAVITA,0066143794,ATLANTA,USA,GA,30328,303
,DAVITA,0066143795,RIVERDALE,USA,GA,30274,302
,DAVITA,0066143796,GRIFFIN,USA,GA,30223,302
,DAVITA,0066143798,BOGART,USA,GA,30622,306
,DAVITA,0066143799,MCDONOUGH,USA,GA,30253,302
,DAVITA,0066143866,JACKSON,USA,GA,30233,302
,DAVITA,0066143881,STOCKBRIDGE,USA,GA,30281,302
,DAVITA,0066143915,STOCKBRIDGE,USA,GA,30281,302
,DAVITA,0066143931,GAINESVILLE,USA,GA,30501,305
,DAVITA,0066143942,STOCKBRIDGE,USA,GA,30281,302
,DAVITA,0066144002,ATLANTA,USA,GA,30318,303
,DAVITA,0066144027,POWDER SPRINGS,USA,GA,30127,301
,DAVITA,0066144041,BUFORD,USA,GA,30518,305
,DAVITA,0066144044,DECATUR,USA,GA,30035,300
,DAVITA,0066144054,BRASELTON,USA,GA,30517,305
,DAVITA,0066144068,AUSTELL,USA,GA,30106,301
,DAVITA,0066144069,NEWNAN,USA,GA,30265,302
,DAVITA,0066144075,NEWNAN,USA,GA,30263,302
,DAVITA,0066144100,DULUTH,USA,GA,30097,300
,DAVITA,0066144114,CONYERS,USA,GA,30013,300
,DAVITA,0066144137,PALMETTO,USA,GA,30268,302
,DAVITA,0066144149,MARIETTA,USA,GA,30066,300
,DAVITA,0066144173,ATLANTA,USA,GA,30315,303
,DAVITA,0066144182,COLUMBUS,USA,GA,31904,319
,DAVITA,0066144188,COLUMBUS,USA,GA,31904,319
,DAVITA,0066144221,FAYETTEVILLE,USA,GA,30214,302
,DAVITA,0066144223,GAINESVILLE,USA,GA,30501,305
,DAVITA,0066144253,LILBURN,USA,GA,30047,300
,DAVITA,0066144363,SMYRNA,USA,GA,30080,300
,DAVITA,0066144627,CONYERS,USA,GA,30013,300
,DAVITA,0066144637,JONESBORO,USA,GA,30236,302
,DAVITA,0066166637,SAVANNAH,USA,GA,31401,314
,DAVITA,0066166709,POOLER,USA,GA,31322,313
,DAVITA,0066166723,AUGUSTA,USA,GA,30909,309
,DAVITA,0066166730,SAVANNAH,USA,GA,31419,314
,DAVITA,0066166731,BAXLEY,USA,GA,31513,315
,DAVITA,0066166741,HARTWELL,USA,GA,30643,306
,DAVITA,0066166746,SAVANNAH,USA,GA,31419,314
,DAVITA,0066166747,SAVANNAH,USA,GA,31405,314
,DAVITA,0066166809,EVANS,USA,GA,30809,308
,DAVITA,0066167113,THOMSON,USA,GA,30824,308
,DAVITA,0066168692,STATESBORO,USA,GA,30458,304
,DAVITA #00820,0066143442,ATLANTA,USA,GA,30331,303
,DAVITA 00817,0066144658,JONESBORO,USA,GA,30236,302
,DAVITA 00828,0066143492,DECATUR,USA,GA,30032,300
,DAVITA 00828,0066143837,DECATUR,USA,GA,30035,300
,DAVITA 01639,0066143484,TUCKER,USA,GA,30084,300
,DAVITA 03037,0066166273,JESUP,USA,GA,31545,315
,DAVITA 03106,0010525424,BRUNSWICK,USA,GA,31525,315
,DAVITA 03111,0066143458,ATLANTA,USA,GA,30308,303
,DAVITA 03121,0066143411,THOMASTON,USA,GA,30286,302
,DAVITA 03544,0066166497,SPRINGFIELD,USA,GA,31329,313
,DAVITA 04072,0010525425,SAINT MARYS,USA,GA,31558,315
,DAVITA 04410,0066143341,TUCKER,USA,GA,30084,300
,DAVITA 05035,0066166259,HINESVILLE,USA,GA,31313,313
,DAVITA 06915,0066144167,ATHENS,USA,GA,30606,306
,DAVITA 06915,0066144301,GREENSBORO,USA,GA,30642,306
,DAVITA CLINIC4356,0066144622,CUMMING,USA,GA,30041,300
,DAVITA DIALYSIS,0066144190,ATLANTA,USA,GA,30311,303
,DAWSONS KITCHEN,0066143406,MACON,USA,GA,31204,312
,DEALERS SUPPLY COMPANY,0066143745,ATLANTA,USA,GA,30340,303
,DEALERS SUPPLY COMPANY CORP OF,0066143563,FOREST PARK,USA,GA,30297,302
,DEALERS SUPPLY COMPANY CORP OF,0066143602,MACON,USA,GA,31210,312
,DEALERS SUPPLY COMPANY CORP OF,0066143603,AUSTELL,USA,GA,30168,301
,DEALERS SUPPLY COMPANY CORP OF,0066143604,CONYERS,USA,GA,30012,300
,DEALERS SUPPLY COMPANY CORP OF,0066143605,ALPHARETTA,USA,GA,30004,300
,DEALERS SUPPLY COMPANY CORP OF,0066143857,MARIETTA,USA,GA,30062,300
,DEALERS SUPPLY COMPANY CORP OF,0066144005,GAINESVILLE,USA,GA,30501,305
,DEALERS SUPPLY COMPANY CORP OF,0066144275,NEWNAN,USA,GA,30263,302
,DECA  PREOPEN,0066543062,FORT BENNING,USA,GA,31905,319
,DECA  ROBINS AFB,0066543002,WARNER ROBINS,USA,GA,31098,310
,DECA FORT BENNING,0066543001,FORT BENNING,USA,GA,31905,319
,DECA FORT EISENHOWER,0066543003,FORT GORDON,USA,GA,30905,309
,DECA FORT STEWART,0066543004,FORT STEWART,USA,GA,31314,313
,DECA HUNTER AAF,0066543005,SAVANNAH,USA,GA,31409,314
,DECA KINGS BAY,0089966005,KINGS BAY,USA,GA,31547,315
,DECA MOODY AFB,0066543006,VALDOSTA,USA,GA,31699,316
,DEKALB PIPELINE CO,0066143033,CONYERS,USA,GA,30012,300
,DEL MONTE FRESH PRODUCE,0066143379,FOREST PARK,USA,GA,30297,302
,DELEEN HUFF,0066144385,POWDER SPRINGS,USA,GA,30127,301
,DELMONTE FRESH PRODUCE,0066143290,WINDER,USA,GA,30680,306
,DELTA ADMIN ATL,0070598001,ATLANTA,USA,GA,30354,303
,DELTA ADMIN INVESTMENT,0070598098,ATLANTA,USA,GA,30354,303
,DELTA AIRLINES,0066143815,ATLANTA,USA,GA,30354,303
,DELTA AIRLINES INC. VENDING,0017058401,ATLANTA,USA,GA,30354,303
,DELTA CHICFILA,0070598016,ATLANTA,USA,GA,30354,303
,DELTA COMM CRED UNION WT COBB,0066143440,MARIETTA,USA,GA,30064,300
,DELTA COMM CREDIT UN CUMBERLND,0066143296,ATLANTA,USA,GA,30339,303
,DELTA COMM CREDIT UN PERIMETER,0066143302,ATLANTA,USA,GA,30328,303
,DELTA COMM CREDIT UNION,0066143438,MARIETTA,USA,GA,30068,300
,DELTA COMM CREDIT UNION D,0066143334,DULUTH,USA,GA,30097,300
,DELTA COMM CREDIT UNION EL,0066143407,STOCKBRIDGE,USA,GA,30281,302
,DELTA COMM CREDIT UNION MTZ,0066143397,STOCKBRIDGE,USA,GA,30281,302
,DELTA COMM CREDIT UNION PTCN,0066143430,PEACHTREE CITY,USA,GA,30269,302
,DELTA COMM CREDIT UNION PTCS,0066143479,PEACHTREE CITY,USA,GA,30269,302
,DELTA COMM CREDIT UNION SP,0066143403,FAYETTEVILLE,USA,GA,30215,302
,DELTA COMMUNITY CREDI T U,0066143355,GAINESVILLE,USA,GA,30501,305
,DELTA COMMUNITY CREDIT,0066143297,ALPHARETTA,USA,GA,30005,300
,DELTA COMMUNITY CREDIT,0066143425,DECATUR,USA,GA,30030,300
,DELTA COMMUNITY CREDIT UNION,0066143356,ATLANTA,USA,GA,30354,303
,DELTA COMMUNITY CREDIT UNION,0066143502,ATLANTA,USA,GA,30309,303
,DELTA CREDIN UNION,0017035801,HAPEVILLE,USA,GA,30354,303
,DELTA FINANCE MANAGER,0070304059,ALPHARETTA,USA,GA,30004,300
,DELTA LIFE INSURANCE CO,0066167273,SAVANNAH,USA,GA,31404,314
,DELTA MGMT SALARY,0070598025,ATLANTA,USA,GA,30354,303
,DELTA MUSEUM CATERING,0070598006,ATLANTA,USA,GA,30354,303
,DELTA NORTH HANGER,0017035802,ATLANTA,USA,GA,30354,303
,DELTA SKY CLUB ATL A 17,0049870007,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL A2,0049870006,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL B,0049870014,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL C27,0049870003,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL D10,0049870001,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL D11,0049870012,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL JANITORIAL,0049870013,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL- PURCHASING,0049870200,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL SHOWER,0049870011,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB ATL T6,0049870002,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB D16 PRE-OPENING,0049870021,EAST POINT,USA,GA,30344,303
,DELTA SKY CLUB D18,0049870016,ATLANTA,USA,GA,30320,303
,DELTA SOUTHEAST HRD,0049870020,LAWRENCEVILLE,USA,GA,30045,300
,DELTA SR MANAGER AREA SUPPORT,0049858001,LOGANVILLE,USA,GA,30052,300
,DELTA STARBUCKS,0070598005,ATLANTA,USA,GA,30354,303
,DELTA TRAINING CENTER,0070598002,ATLANTA,USA,GA,30354,303
,DELTA VENDING,0070598301,ATLANTA,USA,GA,30354,303
,DENTAL FAMILIA,0066144600,NORCROSS,USA,GA,30071,300
,DHL FOOD OPERATIONS,0055553001,ATLANTA,USA,GA,30349,303
,DHL SUPPLY CHAIN VENDING,0017059401,ATLANTA,USA,GA,30349,303
,DHL VENDING,0055553601,ATLANTA,USA,GA,30349,303
,DHRUMI SHAH,0074654017,SUWANEE,USA,GA,30024,300
,DIAMOND CHEVRON,0066144324,DOUGLASVILLE,USA,GA,30135,301
,DIAMOND CHEVRON,0066144337,HOMER,USA,GA,30547,305
,DIAMONDS AND MORE JEWELERS,0066143249,LITHONIA,USA,GA,30038,300
,DILLARD HOUSE,0066144599,DILLARD,USA,GA,30537,305
,DINO BONES PRODUCTIONS,0066143970,ATLANTA,USA,GA,30303,303
,DIR RETAIL PROMOTIONS,0070309831,ATLANTA,USA,GA,30309,303
,DISPLAYDATA INC,0066143963,ATLANTA,USA,GA,30308,303
,DISTRIC ATTORNEY OFFICE,0066144726,LAWRENCEVILLE,USA,GA,30046,300
,DIXIE DALE BP,0066166337,ROYSTON,USA,GA,30662,306
,DIXIE TAVERN,0066143400,MARIETTA,USA,GA,30067,300
,DM KERPEC,0070312732,NEWNAN,USA,GA,30263,302
,DM KERR,0070305425,DOUGLASVILLE,USA,GA,30134,301
,DNU OPENED IN ERROR,0080972901,ATLANTA,USA,GA,30327,303
,DNU SOLCTR WM J BREMAN JH DINR,0080972001,ATLANTA,USA,GA,30327,303
,DOBBS EQUIPMENT SOUTHEAST LLC,0066144569,BRASELTON,USA,GA,30517,305
,DOLVIN ELEMENTARY SCHOOL,0066143273,ALPHARETTA,USA,GA,30022,300
,DOMINICAN SALON BY MARGARITA,0066144751,DALTON,USA,GA,30721,307
,DON RICH FORD COMPANY INC,0066143473,VILLA RICA,USA,GA,30180,301
,DORRIS AND ASSOCIATES INC,0066144156,ATLANTA,USA,GA,30309,303
,DOWNTOWN GRILL INK,0066143392,MACON,USA,GA,31201,312
,DR DALLAS H MARGESON,0066144573,ALBANY,USA,GA,31707,317
,DR DANIEL J TULMAN,0066143008,LITHIA SPRINGS,USA,GA,30122,301
,DR DEREK WEST MD-GRADY HOSPITA,0066144051,ATLANTA,USA,GA,30303,303
,DRAGON FUEL AND FOOD,0066143777,LINDALE,USA,GA,30147,301
,DS SERVICES OF AMERICA INC,0066143026,ATLANTA,USA,GA,30339,303
,DSC,0017036401,FAIRBURN,USA,GA,30213,302
,DSC ATL PURCHASING D16,0049870201,EAST POINT,USA,GA,30344,303
,DSC ATL REGIONAL SUPPORT,0049870015,ATLANTA,USA,GA,30320,303
,DSC MM,0017036801,FAIRBURN,USA,GA,30213,302
,DSP BDAC-HUNT,0070307396,RICHMOND HILL,USA,GA,31324,313
,DU PLACE LLC,0066144387,ATLANTA,USA,GA,30324,303
,DULUTH FIRST UMC,0066143314,DULUTH,USA,GA,30096,300
,DUNWOODY GLEN APARTMENTS,0066144676,ATLANTA,USA,GA,30360,303
,DUPLICATING PRODUCTS,0066144506,GAINESVILLE,USA,GA,30504,305
,DURHAM AND TAYLOR SUPPLY,0066144364,CUMMING,USA,GA,30040,300
,DUVALL FORD CO,0066166332,CLAYTON,USA,GA,30525,305
,DYE YOUR EYES,0066144212,COVINGTON,USA,GA,30016,300
,DYE YOUR EYES,0066144689,ATLANTA,USA,GA,30360,303
,DYE YOUR EYES,0066144702,DECATUR,USA,GA,30035,300
,DYNACRAFT BSC INC,0066167203,PORT WENTWORTH,USA,GA,31407,314
,DYNACRAFT BSC INC,0066167236,PORT WENTWORTH,USA,GA,31407,314
,EAGLE WHOLESALE PIUMBING,0066166292,STATESBORO,USA,GA,30458,304
,EASTERN STANDARD PRODUCTIONS,0066144784,DECATUR,USA,GA,30035,300
,EATON CORPORATION,0066143452,SMYRNA,USA,GA,30082,300
,ECKER TILES LAWRENCEVILLE ORS,0066325501,LAWRENCEVILLE,USA,GA,30046,300
,ECLIPSE GAMING,0066144628,DULUTH,USA,GA,30096,300
,ECLISPE AZUL,0066144117,CANTON,USA,GA,30115,301
,ECO MATERIAL,0066144358,JULIETTE,USA,GA,31046,310
,EDGAR REEVES LIGHTING,0066144039,ATLANTA,USA,GA,30305,303
,EDS SUPPLY COMPANY,0066143673,CANTON,USA,GA,30115,301
,EDWARDS INTERIORS INC,0066166140,RINCON,USA,GA,31326,313
,EDWARDS INTERIORS INC,0066166629,RINCON,USA,GA,31326,313
,EFFINGHAM PARC APARTMENTS,0066166513,RINCON,USA,GA,31326,313
,EL CENTINELA,0066143281,BRASELTON,USA,GA,30517,305
,EL CHARRO,0066143418,COVINGTON,USA,GA,30014,300
,EL MATADOR MEXICAN RESTAURANT,0066143277,TUCKER,USA,GA,30084,300
,EL MOLCAJETE CANTINA &GRILL,0066143294,BUFORD,USA,GA,30519,305
,EL MOLCAJETE CANTINA ANDGRILL,0066143513,DACULA,USA,GA,30019,300
,EL MONTERREY MEXICAN RESTAURAN,0066143709,CARROLLTON,USA,GA,30117,301
,EL PASO CANTINA,0066144640,MAYSVILLE,USA,GA,30558,305
,EL POTRO,0066143271,ATLANTA,USA,GA,30329,303
,EL SOL MEXICAN RESTAURANT,0066143261,ATHENS,USA,GA,30606,306
,EL SOL MEXICAN RESTAURANT,0066143268,ATHENS,USA,GA,30606,306
,EL SOMBRERO 8,0066143270,CORNELIA,USA,GA,30531,305
,EL SOMBRERO MEXICAN RESTAURANT,0066143305,GAINESVILLE,USA,GA,30501,305
,ELAN WEST SIDE,0066143833,ATLANTA,USA,GA,30318,303
,ELITE ONE,0066144740,DALTON,USA,GA,30721,307
