metro_key,metro_name,area_key,area_name,city,state
dallas_fort_worth,Dallas–Fort Worth,south_dfw,South DFW,Kaufman,TX
dallas_fort_worth,Dallas–Fort Worth,south_dfw,South DFW,Athens,TX
dallas_fort_worth,Dallas–Fort Worth,south_dfw,South DFW,Gun Barrel City,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Irving,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Euless,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Bedford,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Hurst,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Grapevine,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Richardson,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Garland,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Coppell,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Addison,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Farmers Branch,TX
dallas_fort_worth,Dallas–Fort Worth,mid_cities,Mid Cities,Colleyville,TX
dallas_fort_worth,Dallas–Fort Worth,dallas,Dallas,Dallas,TX
dallas_fort_worth,Dallas–Fort Worth,dallas,Dallas,Highland Park,TX
dallas_fort_worth,Dallas–Fort Worth,dallas,Dallas,University Park,TX
dallas_fort_worth,Dallas–Fort Worth,dallas,Dallas,Cockrell Hill,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Fort Worth,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Benbrook,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,White Settlement,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Lakeworth,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Sansom Park,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Westover Hills,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,River Oaks,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Westworth Village,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Edgecliff Village,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Forest Hill,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Kennedale,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Everman,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Crowley,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Burleson,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Alvarado,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Cleburne,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Granbury,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Weatherford,TX
dallas_fort_worth,Dallas–Fort Worth,fort_worth,Fort Worth,Azle,TX
austin,Austin,austin,Austin,Austin,TX
austin,Austin,austin,Austin,Round Rock,TX
austin,Austin,austin,Austin,Cedar Park,TX
austin,Austin,austin,Austin,Pflugerville,TX
austin,Austin,austin,Austin,Del Valle,TX
austin,Austin,austin,Austin,Georgetown,TX
austin,Austin,austin,Austin,Leander,TX
austin,Austin,austin,Austin,Kyle,TX
austin,Austin,austin,Austin,Buda,TX
austin,Austin,austin,Austin,San Marcos,TX
austin,Austin,austin,Austin,New Braunfels,TX
austin,Austin,austin,Austin,Bastrop,TX
austin,Austin,austin,Austin,Elgin,TX
austin,Austin,austin,Austin,Manor,TX
austin,Austin,austin,Austin,Bee Cave,TX
austin,Austin,austin,Austin,Lakeway,TX
austin,Austin,austin,Austin,West Lake Hills,TX
austin,Austin,austin,Austin,Rollingwood,TX
austin,Austin,austin,Austin,Dripping Springs,TX
austin,Austin,austin,Austin,Wimberley,TX
austin,Austin,austin,Austin,Lockhart,TX
austin,Austin,austin,Austin,Taylor,TX
austin,Austin,austin,Austin,Hutto,TX
austin,Austin,austin,Austin,Brushy Creek,TX
austin,Austin,austin,Austin,Lago Vista,TX
austin,Austin,austin,Austin,Jonestown,TX
austin,Austin,austin,Austin,Smithville,TX
austin,Austin,austin,Austin,Luling,TX
houston,Houston,central,Central Houston,Houston,TX
houston,Houston,central,Central Houston,Bellaire,TX
houston,Houston,central,Central Houston,West University Place,TX
houston,Houston,central,Central Houston,Southside Place,TX
houston,Houston,central,Central Houston,Galena Park,TX
houston,Houston,central,Central Houston,Jacinto City,TX
houston,Houston,central,Central Houston,South Houston,TX
houston,Houston,central,Central Houston,Bunker Hill Village,TX
houston,Houston,central,Central Houston,Hedwig Village,TX
houston,Houston,central,Central Houston,Hilshire Village,TX
houston,Houston,central,Central Houston,Hunters Creek Village,TX
houston,Houston,central,Central Houston,Piney Point Village,TX
houston,Houston,central,Central Houston,Spring Valley Village,TX
houston,Houston,central,Central Houston,Meadows Place,TX
houston,Houston,north,North Houston,Spring,TX
houston,Houston,north,North Houston,The Woodlands,TX
houston,Houston,north,North Houston,Conroe,TX
houston,Houston,north,North Houston,Tomball,TX
houston,Houston,north,North Houston,Humble,TX
houston,Houston,north,North Houston,Cypress,TX
houston,Houston,north,North Houston,Atascocita,TX
houston,Houston,north,North Houston,Magnolia,TX
houston,Houston,north,North Houston,Cleveland,TX
houston,Houston,north,North Houston,Shenandoah,TX
houston,Houston,north,North Houston,Oak Ridge North,TX
houston,Houston,north,North Houston,Montgomery,TX
houston,Houston,north,North Houston,Willis,TX
houston,Houston,north,North Houston,Splendora,TX
houston,Houston,north,North Houston,Panorama Village,TX
houston,Houston,north,North Houston,Patton Village,TX
houston,Houston,north,North Houston,Roman Forest,TX
houston,Houston,north,North Houston,Jersey Village,TX
houston,Houston,north,North Houston,Aldine,TX
houston,Houston,north,North Houston,Crosby,TX
houston,Houston,north,North Houston,Dayton,TX
houston,Houston,north,North Houston,Kingwood,TX
houston,Houston,south,South Houston,Pearland,TX
houston,Houston,south,South Houston,League City,TX
houston,Houston,south,South Houston,Friendswood,TX
houston,Houston,south,South Houston,Webster,TX
houston,Houston,south,South Houston,Dickinson,TX
houston,Houston,south,South Houston,Alvin,TX
houston,Houston,south,South Houston,Santa Fe,TX
houston,Houston,south,South Houston,Texas City,TX
houston,Houston,south,South Houston,La Marque,TX
houston,Houston,south,South Houston,Kemah,TX
houston,Houston,south,South Houston,Seabrook,TX
houston,Houston,south,South Houston,Clear Lake Shores,TX
houston,Houston,south,South Houston,Nassau Bay,TX
houston,Houston,south,South Houston,Taylor Lake Village,TX
houston,Houston,south,South Houston,El Lago,TX
houston,Houston,south,South Houston,Manvel,TX
houston,Houston,south,South Houston,Iowa Colony,TX
houston,Houston,south,South Houston,Brookside Village,TX
houston,Houston,south,South Houston,Richwood,TX
houston,Houston,south,South Houston,Hitchcock,TX
houston,Houston,south,South Houston,Danbury,TX
houston,Houston,south,South Houston,Clear Lake,TX
houston,Houston,south,South Houston,Bacliff,TX
houston,Houston,south,South Houston,San Leon,TX
houston,Houston,east,East Houston,Baytown,TX
houston,Houston,east,East Houston,La Porte,TX
houston,Houston,east,East Houston,Pasadena,TX
houston,Houston,east,East Houston,Deer Park,TX
houston,Houston,east,East Houston,Channelview,TX
houston,Houston,east,East Houston,Mont Belvieu,TX
houston,Houston,east,East Houston,Anahuac,TX
houston,Houston,east,East Houston,Highlands,TX
houston,Houston,east,East Houston,Shoreacres,TX
houston,Houston,east,East Houston,Morgans Point,TX
houston,Houston,east,East Houston,Beach City,TX
houston,Houston,east,East Houston,Galveston,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Sugar Land,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Katy,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Richmond,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Rosenberg,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Fulshear,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Stafford,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Missouri City,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Brookshire,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Sealy,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Simonton,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Needville,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Beasley,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Pattison,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Wallis,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Cinco Ranch,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Mission Bend,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Fresno,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Greatwood,TX
houston,Houston,west,West Houston / Katy / Sugar Land,New Territory,TX
houston,Houston,west,West Houston / Katy / Sugar Land,Sienna Plantation,TX
san_antonio,San Antonio,central,Central San Antonio,San Antonio,TX
san_antonio,San Antonio,north,North San Antonio,San Marcos,TX
san_antonio,San Antonio,north,North San Antonio,New Braunfels,TX
san_antonio,San Antonio,north,North San Antonio,Schertz,TX
san_antonio,San Antonio,north,North San Antonio,Universal City,TX
san_antonio,San Antonio,south,South San Antonio,Live Oak,TX
san_antonio,San Antonio,south,South San Antonio,Converse,TX
san_antonio,San Antonio,south,South San Antonio,Elmendorf,TX
chicago,Chicago,chc,Chicago (city),Chicago,IL
chicago,Chicago,nch,North Chicago / North Shore,Evanston,IL
chicago,Chicago,nch,North Chicago / North Shore,Skokie,IL
chicago,Chicago,nch,North Chicago / North Shore,Winnetka,IL
chicago,Chicago,nch,North Chicago / North Shore,Wilmette,IL
chicago,Chicago,nch,North Chicago / North Shore,Glenview,IL
chicago,Chicago,nwc,Northwest Suburbs,Elgin,IL
chicago,Chicago,nwc,Northwest Suburbs,Schaumburg,IL
chicago,Chicago,nwc,Northwest Suburbs,Palatine,IL
chicago,Chicago,nwc,Northwest Suburbs,Arlington Heights,IL
chicago,Chicago,nwc,Northwest Suburbs,Hoffman Estates,IL
chicago,Chicago,nwc,Northwest Suburbs,Streamwood,IL
chicago,Chicago,nwc,Northwest Suburbs,Bartlett,IL
chicago,Chicago,wcl,West / Western Suburbs,Naperville,IL
chicago,Chicago,wcl,West / Western Suburbs,Aurora,IL
chicago,Chicago,wcl,West / Western Suburbs,Oak Brook,IL
chicago,Chicago,wcl,West / Western Suburbs,Downers Grove,IL
chicago,Chicago,wcl,West / Western Suburbs,Wheaton,IL
chicago,Chicago,wcl,West / Western Suburbs,Glen Ellyn,IL
chicago,Chicago,wcl,West / Western Suburbs,Lombard,IL
chicago,Chicago,wcl,West / Western Suburbs,Elmhurst,IL
chicago,Chicago,southwest,Southwest Suburbs,Joliet,IL
chicago,Chicago,southwest,Southwest Suburbs,Romeoville,IL
chicago,Chicago,southwest,Southwest Suburbs,Plainfield,IL
chicago,Chicago,southwest,Southwest Suburbs,Bolingbrook,IL
chicago,Chicago,southwest,Southwest Suburbs,Orland Park,IL
chicago,Chicago,southwest,Southwest Suburbs,Tinley Park,IL
chicago,Chicago,southwest,Southwest Suburbs,Homer Glen,IL
chicago,Chicago,southwest,Southwest Suburbs,Lockport,IL
chicago,Chicago,sox,South Side / South Suburbs,Cicero,IL
chicago,Chicago,sox,South Side / South Suburbs,Oak Lawn,IL
chicago,Chicago,sox,South Side / South Suburbs,Calumet City,IL
chicago,Chicago,sox,South Side / South Suburbs,Chicago Heights,IL
chicago,Chicago,nwi,Northwest Indiana,Hammond,IN
chicago,Chicago,nwi,Northwest Indiana,Gary,IN
chicago,Chicago,nwi,Northwest Indiana,Valparaiso,IN
chicago,Chicago,nwi,Northwest Indiana,Michigan City,IN
chicago,Chicago,nwi,Northwest Indiana,Merrillville,IN
chicago,Chicago,nwi,Northwest Indiana,Crown Point,IN
chicago,Chicago,nwi,Northwest Indiana,Portage,IN
los_angeles,Los Angeles,la,Los Angeles (city),Los Angeles,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,San Fernando,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Burbank,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Glendale,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Northridge,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Van Nuys,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Sherman Oaks,CA
los_angeles,Los Angeles,sfv,San Fernando Valley,Encino,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,Pasadena,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,Alhambra,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,El Monte,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,Arcadia,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,Monrovia,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,West Covina,CA
los_angeles,Los Angeles,sgv,San Gabriel Valley,Pomona,CA
los_angeles,Los Angeles,south_bay,South Bay,Torrance,CA
los_angeles,Los Angeles,south_bay,South Bay,Redondo Beach,CA
los_angeles,Los Angeles,south_bay,South Bay,Manhattan Beach,CA
los_angeles,Los Angeles,south_bay,South Bay,Inglewood,CA
los_angeles,Los Angeles,south_bay,South Bay,Carson,CA
los_angeles,Los Angeles,south_bay,South Bay,Gardena,CA
los_angeles,Los Angeles,south_bay,South Bay,Hawthorne,CA
los_angeles,Los Angeles,long_beach,Long Beach / Harbor,Long Beach,CA
los_angeles,Los Angeles,long_beach,Long Beach / Harbor,Lakewood,CA
los_angeles,Los Angeles,long_beach,Long Beach / Harbor,Signal Hill,CA
los_angeles,Los Angeles,long_beach,Long Beach / Harbor,Wilmington,CA
los_angeles,Los Angeles,long_beach,Long Beach / Harbor,San Pedro,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Palmdale,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Lancaster,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Lebec,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Santa Clarita,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Valencia,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Acton,CA
los_angeles,Los Angeles,antelope_valley,Antelope Valley / North LA,Littlerock,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Riverside,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,San Bernardino,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Ontario,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Fontana,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Rancho Cucamonga,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Corona,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Moreno Valley,CA
los_angeles,Los Angeles,inland_empire,Inland Empire,Temecula,CA
salt_lake_city,Salt Lake City,slc,Salt Lake City,Salt Lake City,UT
salt_lake_city,Salt Lake City,slc,Salt Lake City,Millcreek,UT
salt_lake_city,Salt Lake City,slc,Salt Lake City,Holladay,UT
salt_lake_city,Salt Lake City,slc,Salt Lake City,Cottonwood Heights,UT
salt_lake_city,Salt Lake City,west_valley,West Valley,West Valley City,UT
salt_lake_city,Salt Lake City,west_valley,West Valley,West Jordan,UT
salt_lake_city,Salt Lake City,west_valley,West Valley,Kearns,UT
salt_lake_city,Salt Lake City,west_valley,West Valley,Magna,UT
salt_lake_city,Salt Lake City,west_valley,West Valley,Taylorsville,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,Sandy,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,Draper,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,Riverton,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,South Jordan,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,Herriman,UT
salt_lake_city,Salt Lake City,south_valley,South Valley,Bluffdale,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Ogden,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Layton,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Bountiful,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Clearfield,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Farmington,UT
salt_lake_city,Salt Lake City,north,North (Ogden / Davis),Kaysville,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,Provo,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,Orem,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,American Fork,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,Lehi,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,Pleasant Grove,UT
salt_lake_city,Salt Lake City,south_utah,Provo / Utah County,Springville,UT
san_francisco_bay_area,San Francisco Bay Area,sf,San Francisco,San Francisco,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,Daly City,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,South San Francisco,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,San Mateo,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,Redwood City,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,Palo Alto,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,Mountain View,CA
san_francisco_bay_area,San Francisco Bay Area,peninsula,Peninsula,Sunnyvale,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Oakland,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Berkeley,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Alameda,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Hayward,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Fremont,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Newark,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Union City,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Dublin,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Pleasanton,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Livermore,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,San Ramon,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Walnut Creek,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Concord,CA
san_francisco_bay_area,San Francisco Bay Area,east_bay,East Bay,Richmond,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,San Jose,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Santa Clara,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Milpitas,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Campbell,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Los Gatos,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Saratoga,CA
san_francisco_bay_area,San Francisco Bay Area,south_bay,South Bay / San Jose,Cupertino,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,San Rafael,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,Novato,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,Santa Rosa,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,Petaluma,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,Napa,CA
san_francisco_bay_area,San Francisco Bay Area,north_bay,North Bay,Vallejo,CA
